id,drugName,condition,review,rating,date,usefulCount
39162,Contrave,Weight Loss,"""In a few days short of 6 weeks, I&#039;m down 26 lbs.  Granted I have about 50 lbs more to go.  I have experienced a fair amount of nausea.  It was pretty bad, but it is getting better. I&#039;m drinking more water than ever, partly because it seems to reduce the nausea.  The side effects are a little severe for me, but I like the results so I will march on.""",9,03-May-17,12
200959,Alcaftadine,"Conjunctivitis, Allergic","""A week after using Lastacaft, like with some of the other reviewers, I thought I had conjunctivitis and went in to see the doctor, indicating that it started after using the drops. He said it was due to dry eye issues and being around a lot of dust/debris, which made sense at the time. The antibiotic drops did the trick, but I was told to keep using Lastacaft, and sure enough, the redness returned. I continued with the just the antibiotics and I was back to normal. Well, this morning, I thought I&#039;d start with Lastacaft again, since the doctor indicated that they weren&#039;t the problem, and I&#039;m back to having pink eye. """,1,26-Jul-13,32
150524,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,"""Gave two stars because it did actually clear up my uti, I think. No more burning or cloudy urine. The side effects were awful. Not only did I have extreme nausea, headaches, chills, hot flashes, insomnia, constipation, shakiness, and racing heart but it also came with emotional/mental side effects which I&#039;ve never experienced with a prescription before. I feel super anxious and a bit paranoid, to the point of keeping me up at night. I&#039;m on my 4th day of 7 day dose, but today will be my last on this medicine. I&#039;ve decided I&#039;d rather risk getting the UTI again than deal with these side effects any longer, if it comes back I&#039;ll definitely be asking my doctor for a different antibiotic. And I took it exactly as directed, with plenty of water.""",2,09-Sep-16,5
224491,Levothyroxine,Underactive Thyroid,"""I was diagnosed with subclinical hypothyroidism a week and a half ago. I&#039;m 21 and slightly over weight. My thyroid levels were tested because I sweat excessively. I only felt dizzy on the first two days of taking this medicine. I always feel tired right after I take it, but that goes away after I work out or concentrate on something. After about 3-4 days of taking it, I noticed that I was sweating less! I think I&#039;m slimming down (but that could be because I have had more energy to exercise). I take .025 mg. I&#039;ll update in a few weeks!""",8,20-Jan-15,48
126461,Kineret,Still's Disease,"""The drug works very well.  What they don&#039;t tell you, though, is that it burns like a steroid each time, every time.  So go into it forewarned as it&#039;s not anywhere in any literature and it&#039;s not something your physician will likely tell you beforehand.""",7,05-Mar-10,7
186989,Nature-Throid,Hashimoto's disease,"""I was on levothyroxine for over 30 years.  This past year i felt like I had been hit by a bus when I woke up in the morning.  No energy to do anything, aches and pains in hips, legs and shoulders.  I went to my doc and asked her to change my medication to Nature Throid  after hearing about it from a friend who has Hoshimoto&#039;s.  Thankfully my doc agreed and after a few days, my energy was back, the aches and pain are gone.  I finally feel human again.  I had no side effects.  I wish this drug was available years ago.  My levo was expensive for a 90 day supply with insurance ($40), now it is only $17 for the same 90 day supply of Nature-Throid.""",10,22-Sep-16,55
129764,Levonorgestrel,Birth Control,"""Ok I had mine inserted six weeks after my daughter was born Nov 2012. When it was inserted it hurt like heck. I had some cramping and bleeding nothing bad tho. I loved it until Easter 2013 I had one breast swell it was a small cyst. And no period for six months well of course I didn&#039;t think it was my mirena. Then my period suddenly came back. I have suffered a miscarriage. I have been so moody, cramps awful cramps, low sex drive my poor husband, breast swelling and tenderness again, cysts on both ovaries, hair loss, depression. I&#039;m getting this thing yanked as soon as possible. And going back on the pill. I hate it! Do not recommend for anyone!""",2,20-May-15,11
171089,Quetiapine,Bipolar Disorde,"""I&#039;ve been on Seroquel for 5 years. I hated it at first because I was only in 7th grade, weighed only 130lbs and was on 900mg. When I first took it I slept for three and a half days. Now it gives me this horrible urge to eat and I can&#039;t stop. A few years back it was lowered to 600mg (still a little to high for my liking) but it has helped with my bipolar and my impulses. It does actually help but avoid being on such a high dose.""",5,11-Mar-09,27
213907,Tioconazole,Vaginal Yeast Infection,"""The first time I ever tried the one day ovule my woo ha was on fire""",6,11-Nov-16,5
115535,Propofol,Anesthesia,"""I recently had carpal tunnel release surgery and was given propofol. During surgery I felt one of the incisions. When I told them (extremely groggily) they must have given me more because I went out like a light. Awoke well, but was on and off with the pixies for 24 hours after wards.""",5,25-Aug-09,7
154728,Metronidazole,Bacterial Vaginitis,"""I&#039;m on my fourth day taking the medication, and let me tell you I have never had such bad side effects. I always get tonsillitis so I&#039;m use to antibiotics and have never had bad experiences with any. This has been so horrible so far. From the horrible taste in my mouth, to the dry throat. The confusion and being unable to speak clearly today. The most recent side effect has been pain and stiffness in my right foot with a bit of tingling and numbing sensations. I called my doctors offices and begged for a different medication. I can&#039;t go on with this medication, the symptoms just keep getting worse and worse. No wonder the medication is so cheap.""",5,08-Jun-17,4
188049,Cholestyramine,Irritable Bowel Syndrome,"""Post Cholysystectomy Syndrome: This medicine had been the best thing I have ever had. Regardless of the minor side effects I had it has saved me from constant diarrhea after having my gall bladder removed. I spent 8 miserable months having diarrhea multiple times a day. This has stopped it completely with little to no side effects. It does make me feel full if I take it right before I eat.""",10,11-Sep-10,76
195598,Aviane,Birth Control,"""This is the second type of birth control (both the pill) that I have been on. I was only on the other kind for a month, because it made me crazy and I had awful mood swings. I took a year off from any birth control pill, patch, etc. because I was scared to have a similar situation. This pill has been an overall good experience. I do not have any irregular mood swings on this pill. I have been on it for about 3 months now, and my acne is still worse than before I got on it, not that it&#039;s a big deal. Also, I have had a lot of abnormal spotting on this pill. It seems like, at first, every 2 weeks or so I started my period. It&#039;s pretty light, but I get bad cramps that last for 2-4 days.""",8,30-Nov-14,7
199346,Depo-Provera,Birth Control,"""I am 18 and have been on Depo since I was 15 due to severe menstrual bleeding. When I first got the shot I noticed my bleeding kept lightening up until my second shot and it stopped all together. I eat like a pig, but that&#039;s not really a big deal for me. During the first 4-5 months I lost 40 pounds, and slightly over a year later I&#039;ve gained 20 back. I know a lot of girls fidget and carry on over the weight issue, but if you exercise daily and eat appropriately, it won&#039;t turn into a big deal. I definitely recommend this to my friends who either have bleeding issues or just don&#039;t want to get pregnant. Works PERFECTLY in both cases; at least for me!""",9,04-May-15,12
